Datetime,Open,High,Low,Close,Adj Close,Volume
2022-03-22 00:00:00-04:00,1937.9000244140625,1937.9000244140625,1937.4000244140625,1937.4000244140625,1937.4000244140625,0
2022-03-22 00:01:00-04:00,1937.4000244140625,1937.4000244140625,1937.199951171875,1937.300048828125,1937.300048828125,23
2022-03-22 00:02:00-04:00,1937.4000244140625,1937.5,1937.300048828125,1937.4000244140625,1937.4000244140625,24
2022-03-22 00:03:00-04:00,1937.5,1937.5,1937.4000244140625,1937.4000244140625,1937.4000244140625,7
2022-03-22 00:04:00-04:00,1937.4000244140625,1937.4000244140625,1937.300048828125,1937.300048828125,1937.300048828125,6
2022-03-22 00:05:00-04:00,1937.300048828125,1937.300048828125,1937.300048828125,1937.300048828125,1937.300048828125,6
2022-03-22 00:06:00-04:00,1937.300048828125,1937.300048828125,1936.9000244140625,1937.0999755859375,1937.0999755859375,27
2022-03-22 00:07:00-04:00,1937.0999755859375,1937.4000244140625,1937.0999755859375,1937.300048828125,1937.300048828125,15
2022-03-22 00:09:00-04:00,1937.4000244140625,1937.4000244140625,1937.0999755859375,1937.4000244140625,1937.4000244140625,174
2022-03-22 00:10:00-04:00,1937.300048828125,1937.699951171875,1937.199951171875,1937.5,1937.5,26
2022-03-22 00:11:00-04:00,1937.5999755859375,1937.699951171875,1937.5999755859375,1937.699951171875,1937.699951171875,6
2022-03-22 00:12:00-04:00,1937.5999755859375,1937.5999755859375,1937.5,1937.5999755859375,1937.5999755859375,6
2022-03-22 00:13:00-04:00,1937.699951171875,1937.699951171875,1937.5999755859375,1937.5999755859375,1937.5999755859375,6
2022-03-22 00:14:00-04:00,1937.4000244140625,1937.4000244140625,1937.0,1937.0999755859375,1937.0999755859375,9
2022-03-22 00:15:00-04:00,1937.0999755859375,1937.300048828125,1936.5999755859375,1936.800048828125,1936.800048828125,36
2022-03-22 00:16:00-04:00,1936.800048828125,1937.199951171875,1936.199951171875,1936.5999755859375,1936.5999755859375,84
2022-03-22 00:17:00-04:00,1936.4000244140625,1936.5999755859375,1935.9000244140625,1936.0999755859375,1936.0999755859375,56
2022-03-22 00:18:00-04:00,1936.300048828125,1936.699951171875,1936.0999755859375,1936.699951171875,1936.699951171875,28
2022-03-22 00:19:00-04:00,1936.5,1936.5,1936.199951171875,1936.300048828125,1936.300048828125,7
2022-03-22 00:20:00-04:00,1936.199951171875,1936.4000244140625,1936.0,1936.199951171875,1936.199951171875,20
2022-03-22 00:21:00-04:00,1936.0,1936.0999755859375,1935.5999755859375,1936.0999755859375,1936.0999755859375,58
2022-03-22 00:22:00-04:00,1935.5999755859375,1935.9000244140625,1935.5999755859375,1935.800048828125,1935.800048828125,46
2022-03-22 00:23:00-04:00,1935.9000244140625,1935.9000244140625,1935.9000244140625,1935.9000244140625,1935.9000244140625,6
2022-03-22 00:24:00-04:00,1935.699951171875,1936.0,1935.5999755859375,1935.9000244140625,1935.9000244140625,10
2022-03-22 00:25:00-04:00,1936.0,1936.300048828125,1936.0,1936.0999755859375,1936.0999755859375,8
2022-03-22 00:26:00-04:00,1936.199951171875,1936.199951171875,1936.0999755859375,1936.199951171875,1936.199951171875,4
2022-03-22 00:28:00-04:00,1936.199951171875,1936.9000244140625,1936.199951171875,1936.9000244140625,1936.9000244140625,16
2022-03-22 00:29:00-04:00,1936.800048828125,1936.9000244140625,1936.5999755859375,1936.5999755859375,1936.5999755859375,16
2022-03-22 00:30:00-04:00,1936.800048828125,1937.199951171875,1936.699951171875,1937.0999755859375,1937.0999755859375,33
2022-03-22 00:31:00-04:00,1937.199951171875,1937.199951171875,1936.699951171875,1936.699951171875,1936.699951171875,32
2022-03-22 00:32:00-04:00,1936.5999755859375,1936.5999755859375,1936.300048828125,1936.300048828125,1936.300048828125,3
2022-03-22 00:33:00-04:00,1936.4000244140625,1936.4000244140625,1936.0999755859375,1936.0999755859375,1936.0999755859375,14
2022-03-22 00:34:00-04:00,1936.300048828125,1936.4000244140625,1936.300048828125,1936.4000244140625,1936.4000244140625,9
2022-03-22 00:35:00-04:00,1936.4000244140625,1936.5999755859375,1936.199951171875,1936.199951171875,1936.199951171875,11
2022-03-22 00:36:00-04:00,1936.0,1936.4000244140625,1936.0,1936.0,1936.0,14
2022-03-22 00:37:00-04:00,1936.0,1936.0,1935.800048828125,1935.9000244140625,1935.9000244140625,4
2022-03-22 00:38:00-04:00,1935.800048828125,1935.9000244140625,1935.699951171875,1935.9000244140625,1935.9000244140625,16
2022-03-22 00:39:00-04:00,1936.0,1936.300048828125,1936.0,1936.300048828125,1936.300048828125,13
2022-03-22 00:40:00-04:00,1936.199951171875,1936.4000244140625,1935.699951171875,1936.199951171875,1936.199951171875,67
2022-03-22 00:41:00-04:00,1936.4000244140625,1936.4000244140625,1936.199951171875,1936.300048828125,1936.300048828125,7
2022-03-22 00:42:00-04:00,1935.9000244140625,1936.4000244140625,1935.800048828125,1936.0,1936.0,43
2022-03-22 00:43:00-04:00,1936.0,1936.0999755859375,1936.0,1936.0999755859375,1936.0999755859375,2
2022-03-22 00:44:00-04:00,1936.0999755859375,1936.0999755859375,1935.199951171875,1935.5999755859375,1935.5999755859375,46
2022-03-22 00:45:00-04:00,1935.5999755859375,1935.699951171875,1935.5,1935.5999755859375,1935.5999755859375,18
2022-03-22 00:46:00-04:00,1935.800048828125,1935.9000244140625,1935.800048828125,1935.800048828125,1935.800048828125,5
2022-03-22 00:47:00-04:00,1935.5,1935.5,1935.5,1935.5,1935.5,1
2022-03-22 00:48:00-04:00,1935.5,1935.699951171875,1935.4000244140625,1935.5,1935.5,16
2022-03-22 00:49:00-04:00,1935.5,1935.5,1935.199951171875,1935.199951171875,1935.199951171875,13
2022-03-22 00:50:00-04:00,1935.4000244140625,1935.4000244140625,1935.199951171875,1935.199951171875,1935.199951171875,16
2022-03-22 00:51:00-04:00,1935.199951171875,1935.4000244140625,1935.0999755859375,1935.4000244140625,1935.4000244140625,22
2022-03-22 00:52:00-04:00,1935.4000244140625,1935.4000244140625,1935.0,1935.0,1935.0,16
2022-03-22 00:53:00-04:00,1934.9000244140625,1935.0,1934.5999755859375,1934.5999755859375,1934.5999755859375,41
2022-03-22 00:54:00-04:00,1934.800048828125,1934.9000244140625,1934.699951171875,1934.699951171875,1934.699951171875,16
2022-03-22 00:55:00-04:00,1934.699951171875,1934.800048828125,1934.5,1934.800048828125,1934.800048828125,21
2022-03-22 00:56:00-04:00,1934.699951171875,1935.0999755859375,1934.5999755859375,1935.0,1935.0,34
2022-03-22 00:57:00-04:00,1935.0,1935.0999755859375,1934.800048828125,1935.0,1935.0,15
2022-03-22 00:58:00-04:00,1934.9000244140625,1935.4000244140625,1934.9000244140625,1935.4000244140625,1935.4000244140625,35
2022-03-22 00:59:00-04:00,1935.300048828125,1935.5999755859375,1935.199951171875,1935.5999755859375,1935.5999755859375,23
2022-03-22 01:00:00-04:00,1935.5,1936.0999755859375,1935.5,1936.0999755859375,1936.0999755859375,23
2022-03-22 01:01:00-04:00,1935.9000244140625,1936.199951171875,1935.9000244140625,1936.0,1936.0,20
2022-03-22 01:02:00-04:00,1936.0,1936.0,1935.9000244140625,1935.9000244140625,1935.9000244140625,6
2022-03-22 01:03:00-04:00,1935.9000244140625,1935.9000244140625,1935.5999755859375,1935.699951171875,1935.699951171875,17
2022-03-22 01:04:00-04:00,1935.699951171875,1935.9000244140625,1935.5999755859375,1935.5999755859375,1935.5999755859375,12
2022-03-22 01:05:00-04:00,1935.9000244140625,1936.4000244140625,1935.9000244140625,1936.300048828125,1936.300048828125,26
2022-03-22 01:06:00-04:00,1936.300048828125,1936.5,1936.199951171875,1936.4000244140625,1936.4000244140625,41
2022-03-22 01:07:00-04:00,1936.300048828125,1936.5999755859375,1936.300048828125,1936.5999755859375,1936.5999755859375,21
2022-03-22 01:08:00-04:00,1936.5999755859375,1936.800048828125,1936.5,1936.5,1936.5,18
2022-03-22 01:09:00-04:00,1936.4000244140625,1936.699951171875,1936.4000244140625,1936.699951171875,1936.699951171875,11
2022-03-22 01:10:00-04:00,1936.800048828125,1936.800048828125,1936.5,1936.699951171875,1936.699951171875,10
2022-03-22 01:11:00-04:00,1936.5,1936.5,1936.0999755859375,1936.300048828125,1936.300048828125,51
2022-03-22 01:12:00-04:00,1936.4000244140625,1936.9000244140625,1936.4000244140625,1936.9000244140625,1936.9000244140625,23
2022-03-22 01:13:00-04:00,1936.9000244140625,1937.4000244140625,1936.800048828125,1937.199951171875,1937.199951171875,30
2022-03-22 01:14:00-04:00,1937.4000244140625,1937.5,1937.199951171875,1937.300048828125,1937.300048828125,46
2022-03-22 01:15:00-04:00,1937.5,1937.699951171875,1937.5,1937.5999755859375,1937.5999755859375,23
